actual_label,prediction
A,the complete sequence of the genome of an aerobic hyper-thermophilic crenarchaeon aeropyrum pernix k1 which optimally grows at 95 degrees c has been determined by the whole genome shotgun method with some modifications the entire length of the genome was 1669695 bp the authenticity of the entire sequence was supported by restriction analysis of long pcr products which were directly amplified from the genomic dna as the potential protein-coding regions a total of 2694 open reading frames orfs were assigned by similarity search against public databases 633 235 of the orfs were related to genes with putative function and 523 194 to the sequences registered but with unknown function all the genes in the tca cycle except for that of alpha-ketoglutarate dehydrogenase were included and instead of the alpha-ketoglutarate dehydrogenase gene the genes coding for the two subunits of 2-oxoacidferredoxin oxidoreductase were identified the remaining 1538 orfs 571 did not show any significant similarity to the sequences in the databases sequence comparison among the assigned orfs suggested that a considerable member of orfs were generated by sequence duplication the rna genes identified were a single 16s-23s rrna operon two 5s rrna genes and 47 trna genes including 14 genes with intron structures all the assigned orfs and rna coding regions occupied 8912 of the whole genome the data presented in this paper are available on the internet homepage httpwwwmildnitegojp
B,the formate dehydrogenase of wolinella succinogenes is a membraneous molybdo-enzyme which is involved in phosphorylative electron transport the gene fdha encoding the largest subunit was isolated from a gene bank by immunological screening the fdha gene was located in an apparent transcriptional unit fdhabcd together with three more structural genes the n-terminal sequences of three polypeptides present in the isolated enzyme were found to map within the fdha b and c structural genes a polypeptide corresponding to fdhd was not detected in the enzyme preparation this suggested that the functional formate dehydrogenase was made up of three or four different subunits the genes fdha and c encode larger preproteins which differ from the corresponding mature proteins by n-terminal signal peptides the n-terminal half of the mature fdha is homologous to the larger subunits of the formate dehydrogenases of e coli formate-hydrogenlyase linked and methanobacterium formicicum as well as to three bacterial reductases containing molybdenum it harbours a conserved cysteine cluster and two more domains which may be involved in binding the molybdenum cofactor fdhb may represent an iron-sulphur protein twelve cysteine residues of which are arranged in two clusters which are typical of ligands of the iron-sulfur centers in ferredoxins fdhc is a hydrophobic protein with four predicted transmembrane segments which appears to be identical with the cytochrome b present in the isolated formate dehydrogenase it may form the membrane anchor of the enzyme and react with the bacterial menaquinone
E,we describe the isolation of a 3276 base pair cdna for the bovine natriuretic peptide receptor-b npr-b expression of this clone in cos-p cells demonstrates that it encodes an agonist-dependent guanylyl cyclase porcine cnp stimulates the activity of this receptor up to 200-fold with an ed50 of 12 - 2 nm whereas brain natriuretic peptide c-type natriuretic peptide cnp and atrial natriuretic factor anf are less efficacious in addition ligand binding studies indicate that this receptor exhibits the pharmacology appropriate for the bovine npr-b cnp binds to cos-p cell membranes expressing this clone with a kd of 13 - 1 pm and natriuretic peptides compete for 125i-cnp binding with a rank order of pcnp  pbnp  ranf thus the expressed receptor-guanylyl cyclase exhibits the expected pharmacological profile for ligand binding and cyclase activation of the bovine npr-b receptor
E,a cdna encoding the catalytic core of a novel brain 6-phosphofructo-2-kinasefructose-26-bisphosphatase isoenzyme was isolated from a lambda gt10 bovine brain library this brain cdna begins and ends in an open reading frame encoding a peptide of 476 amino acids this peptide contains both the catalytic kinase and bisphosphatase domains and has an overall 65 and 67 indentity with the bovine heart and liver isozymes respectively whereas the nh2 and cooh-termini are divergent an active catalytic core brain bifunctional enzyme was expressed in e coli using a t7 rna polymerase-based expression system these results support the presence of a distinct gene coding for the protein in bovine brain
B,we previously reported that an acidomycin-resistant mutant of serratia marcescens sr41 sb304 and a mutant that was derived from sb304 and was resistant to a higher concentration of acidomycin sb412 produced 5 and 20 mg of d-biotin respectively per liter of a medium containing sucrose and urea n sakurai y imai m masuda s komatsubara and t tosa appl environ microbiol 592857-2863 1993 in order to increase the productivity of d-biotin the biotin bio operons were cloned from strains sb412 sb304 and 8000 wild-type strain and plgm412 plgm304 and plgw101 respectively were obtained through subcloning these plasmids harbored 72-kb dna fragments coding for the bioabfcd genes on a low-copy-number vector and were introduced into sb304 sb412 and 8000 among the resulting recombinant strains sb412plgm304 exhibited the highest d-biotin production 200 mgliter in the production medium the plasmid was stably maintained in cells unexpectedly sb412plgm412 grew very slowly and the d-biotin productivity of this recombinant strain was not evaluated because plgm412 was unstable
B,the genome sequences of chlamydia trachomatis mouse pneumonitis mopn strain nigg 1 069 412 nt and chlamydia pneumoniae strain ar39 1 229 853 nt were determined using a random shotgun strategy the mopn genome exhibited a general conservation of gene order and content with the previously sequenced ctrachomatis serovar d differences between ctrachomatis strains were focused on an approximately 50 kb 'plasticity zone' near the termination origins in this region mopn contained three copies of a novel gene encoding a 3000 amino acid toxin homologous to a predicted toxin from escherichia coli o157h7 but had apparently lost the tryptophan biosyntheis genes found in serovar d in this region the c pneumoniae ar39 chromosome was 999 identical to the previously sequenced cpneumoniae cwl029 genome however comparative analysis identified an invertible dna segment upstream of the uridine kinase gene which was in different orientations in the two genomes ar39 also contained a novel 4524 nt circular single-stranded ssdna bacteriophage the first time a virus has been reported infecting c pneumoniae although the chlamydial genomes were highly conserved there were intriguing differences in key nucleotide salvage pathways cpneumoniae has a uridine kinase gene for dutp production mopn has a uracil phosphororibosyl transferase while ctrachomatis serovar d contains neither gene chromosomal comparison revealed that there had been multiple large inversion events since the species divergence of ctrachomatis and cpneumoniae apparently oriented around the axis of the origin of replication and the termination region the striking synteny of the chlamydia genomes and prevalence of tandemly duplicated genes are evidence of minimal chromosome rearrangement and foreign gene uptake presumably owing to the ecological isolation of the obligate intracellular parasites in the absence of genetic analysis comparative genomics will continue to provide insight into the virulence mechanisms of these important human pathogens
E,a p element pe-induced drosophila melanogaster mutation hari affects the formation of the bristle mechanosensory organ in the adult fly in this mutation the site of pe insertion is in the first intron of the gene cyca encoding cyclin a cyca in order to analyze the hari mutant at the molecular level we cloned and sequenced the cdna and genomic dna encoding cyca cyca has seven exons and six introns and its transcription unit spans 6 kb all exon-intron junctions are compatible with the gtag consensus results of primer extension analysis and rnase protection assay indicate that cyca has major and minor transcription start points tsp to our knowledge this is the first report on the cyca genomic sequence from a multicellular organism
V,the complete nucleotide sequence of the dna of indian cassava mosaic virus icmv and a key part of that of a group b isolate of african cassava mosaic virus from malawi acmv-m were determined and compared at the nucleotide and encoded amino acid levels with the published sequences of an acmv group a isolate acmv-k and other whitefly-transmitted gemini-viruses wtgs the dna of icmv consists of two circular single-stranded molecules dna-a 2815 nucleotides nt and dna-b 2645 nt which differ substantially in sequence from the genome components of acmv-k dna-a 70 dna-b 47 sequence identity and other wtgs icmv dna-a contains eight open reading frames orfs encoding proteins of  100 amino acid residues of which four orfs one genome sense three complementary sense are comparable to those of other wtgs dna-b contains one orf in each sense as in other wtgs none of the putative viral proteins are more similar in amino acid sequence to the proteins of acmv-k than to those of another wtg the coat protein of acmv-m is more like that of tomato yellow leaf curl virus from sardinia 86 sequence identity than those of icmv or acmv-k the intergenic regions of acmv-k acmv-m and icmv dnas differ in size and largely in sequence except for two 30 to 40 nt sequences which are also conserved in other wtgs and can form stem-loop structures the intergenic region of icmv dna contains three copies of a 41 nt sequence and that of acmv-m dna contains an imperfect repeat of a 34 nt sequence which resembles the repeated sequence in icmv dna the differences between acmv-k acmv-m and icmv are considered great enough to justify their separation as isolates of three distinct wtgs african cassava mosaic virus east african cassava mosaic virus and indian cassava mosaic virus
E,the bar mutation b of drosophila melanogaster and optic morphology mutation om1d of drosophila ananassae result in suppression of ommatidium differentiation at the anterior portion of the eye examinations was made to determine the genes responsible for these mutations both loci were found to share in common a different type of homeobox gene which we call barh1 polyptides encoded by d melanogaster and d ananassae barh1 genes consist of 543 and 604 amino acids respectively with homeodomains identical in sequence except for one amino acid substitution a unique feature of these homeodomains is that the phenylalanine residue in helix 3 conserved in all metazoan homeodomains so far examined is replaced by a tyrosine residue by northern blotting considerably more barh1 rna was detected in the bar mutant than in wild type p element-mediated transformation showed bar-like eye malformation to be induced by transient overexpression of the barh1 gene in the late third-instar larvae somatic recombination analysis indicated normal gene functions of the bar region including the barh1 gene to be required for normal eye morphogenesis
E,a nervous system-specific glycoprotein antigen from adult drosophila heads designated nervana nrv has been purified on the basis of reactivity of its carbohydrate epitopes with anti-horseradish peroxidase hrp antibodies that are specific markers for drosophila neurons anti-nrv monoclonal antibodies mabs specific for the protein moiety of nrv were used to screen a drosophila embryo cdna expression library three cdna clones designated nrv1 nrv21 and nrv22 were isolated that code for proteins recognized by anti-nrv mabs on western blots dna sequencing and southern blot analyses established that the cdna clones are derived from two different genes in situ hybridization to drosophila polytene chromosomes showed that the cdna clones map to the third chromosome near 92c-d nrv1 and nrv2122 have open reading frames of 309 and 322323 amino acids respectively and they are 434 identical at the amino acid level the proteins deduced from these clones exhibit significant homology in both primary sequence and predicted topology to the beta subunit of nak-atpase immunoaffinity-purified nrv is associated with a protein mr 100000 recognized on western blots by anti-atpase alpha-subunit mab our results suggest that the drosophila nervous system-specific antigens nrv1 and -2 are neuronal forms of the beta subunit of nak-atpase
E,recent studies have suggested the existence of a tumor suppressor gene located at chromosome region 5q21 dna probes from this region were used to study a panel of sporadic colorectal carcinomas one of these probes cosmid 571 detected a somatically rearranged restriction fragment in the dna from a single tumor further analysis of the 571 cosmid revealed two regions that were highly conserved in rodent dna these sequences were used to identify a gene mcc mutated in colorectal cancer which encodes an 829-amino acid protein with a short region of similarity to the g protein-coupled m3 muscarinic acetylcholine receptor the rearrangement in the tumor disrupted the coding region of the mcc gene moreover two colorectal tumors were found with somatically acquired point mutations in mcc that resulted in amino acid substitutions mcc is thus a candidate for the putative colorectal tumor suppressor gene located at 5q21 further studies will be required to determine whether the gene is mutated in other sporadic tumors or in the germ line of patients with an inherited predisposition to colonic tumorigenesis
E,two candida albicans genes that encode the protein synthesis factor elongation factor 1 alpha ef-1 alpha were cloned by using a heterologous tef1 probe from mucor racemosus to screen libraries of c albicans genomic dna sequence analysis of the two clones showed that regions of dna flanking the coding regions of the two genes were not homologous verifying the presence of two genes called tef1 and tef2 for ef-1 alpha in c albicans the coding regions of tef1 and tef2 differed by only five nucleotides and encoded identical ef-1 alpha proteins of 458 amino acids both genes were transcribed into mrna in vivo as shown by hybridization of oligonucleotide probes which bound specifically to the 3' nontranslated regions of tef1 and tef2 respectively to c albicans total rna in northern rna blot analysis the predicted ef-1 alpha protein of c albicans was more similar to saccharomyces cerevisiae ef-1 alpha than to m racemosus ef-1 alpha furthermore codon bias and the promoter and termination signals of the c albicans ef-1 alpha proteins were remarkably similar to those of s cerevisiae ef-1 alpha taken together these results suggest that c albicans is more closely related to the ascomycete s cerevisiae than to the zygomycete m racemosus
B,countless millions of people have died from tuberculosis a chronic infectious disease caused by the tubercle bacillus the complete genome sequence of the best-characterized strain of mycobacterium tuberculosis h37rv has been determined and analysed in order to improve our understanding of the biology of this slow-growing pathogen and to help the conception of new prophylactic and therapeutic interventions the genome comprises 4411529 base pairs contains around 4000 genes and has a very high guanine  cytosine content that is reflected in the blased amino-acid content of the proteins m tuberculosis differs radically from other bacteria in that a very large portion of its coding capacity is devoted to the production of enzymes involved in lipogenesis and lipolysis and to two new families of glycine-rich proteins with a repetitive structure that may represent a source of antigenic variation
E,we have sequenced and annotated the genome of fission yeast schizosaccharomyces pombe which contains the smallest number of protein-coding genes yet recorded for a eukaryote 4824 the centromeres are between 35 and 110 kilobases kb and contain related repeats including a highly conserved 18-kb element regions upstream of genes are longer than in budding yeast saccharomyces cerevisiae possibly reflecting more-extended control regions some 43 of the genes contain introns of which there are 4730 fifty genes have significant similarity with human disease genes half of these are cancer related we identify highly conserved genes important for eukaryotic cell organization including those required for the cytoskeleton compartmentation cell-cycle control proteolysis protein phosphorylation and rna splicing these genes may have originated with the appearance of eukaryotic life few similarly conserved genes that are important for multicellular organization were identified suggesting that the transition from prokaryotes to eukaryotes required more new genes than did the transition from unicellular to multicellular organization
E,the genome of the model plant arabidopsis thaliana has been sequenced by an international collaboration the arabidopsis genome initiative here we report the complete sequence of chromosome 5 this chromosome is 26 megabases long it is the second largest arabidopsis chromosome and represents 21 of the sequenced regions of the genome the sequence of chromosomes 2 and 4 have been reported previously and that of chromosomes 1 and 3 together with an analysis of the complete genome sequence are reported in this issue analysis of the sequence of chromosome 5 yields further insights into centromere structure and the sequence determinants of heterochromatin condensation the 5874 genes encoded on chromosome 5 reveal several new functions in plants and the patterns of gene organization provide insights into the mechanisms and extent of genome evolution in plants
E,a novel human gene has been identified by in-depth bioinformatics analysis of chromosome 21 segment 40105 21q211 with no coding region predicted in any previous analysis brain-derived dna complementary to rna cdna sequencing predicts a 154-amino acid product with no similarity to any known protein the gene has been named cysteine and tyrosine-rich protein 1 gene symbol cysteine and tyrosine-rich 1 cyyr1 the cyyr1 messenger rna was found by northern blot analysis in a broad range of tissues two transcripts of 34 and 22 kb the gene consists of four exons and spans about 107 kb including a very large intron of 858 kb analysis of expressed sequence tags shows high cyyr1 expression in cells belonging to the amine precursor uptake and decarboxylation system we also cloned the cdna of the murine ortholog cyyr1 which was mapped by a radiation hybrid panel on chromosome 16 within the region corresponding to that containing the respective human homolog on chromosome 21 sequence and phylogenetic analysis led to identification of several genes encoding cyyr1 homologous proteins the most prominent feature identified in the protein family is a central unique cysteine and tyrosine-rich domain which is strongly conserved from lower vertebrates fishes to humans but is absent in bacteria and invertebrates
A,we report the complete sequence of an extreme halophile halobacterium sp nrc-1 harboring a dynamic 2571010-bp genome containing 91 insertion sequences representing 12 families and organized into a large chromosome and 2 related minichromosomes the halobacterium nrc-1 genome codes for 2630 predicted proteins 36 of which are unrelated to any previously reported analysis of the genome sequence shows the presence of pathways for uptake and utilization of amino acids active sodium-proton antiporter and potassium uptake systems sophisticated photosensory and signal transduction pathways and dna replication transcription and translation systems resembling more complex eukaryotic organisms whole proteome comparisons show the definite archaeal nature of this halophile with additional similarities to the gram-positive bacillus subtilis and other bacteria the ease of culturing halobacterium and the availability of methods for its genetic manipulation in the laboratory including construction of gene knockouts and replacements indicate this halophile can serve as an excellent model system among the archaea
E,the national institutes of health mammalian gene collection mgc program is a multiinstitutional effort to identify and sequence a cdna clone containing a complete orf for each human and mouse gene ests were generated from libraries enriched for full-length cdnas and analyzed to identify candidate full-orf clones which then were sequenced to high accuracy the mgc has currently sequenced and verified the full orf for a nonredundant set of 9000 human and 6000 mouse genes candidate full-orf clones for an additional 7800 human and 3500 mouse genes also have been identified all mgc sequences and clones are available without restriction through public databases and clone distribution networks see httpmgcncinihgov
E,peptic and chymotryptic peptides were isolated form the nadp-specific glutamate dehydrogenase of neurospora crassa and substantially sequenced out of 452 residues in the polypeptide chain 265 were recovered in the peptic and 427 in the chymotryptic peptides together with the tryptic peptides wootton j c taylor j g jackson a a chambers g k 38 fincham j r s 1975 biochem j 149 749-755 these establish the complete sequence of the chain including the acid and amide assignments except for seven places where overlaps are inadequate these remaining alignments are deduced from information on the cnbr fragments obtained in another laboratory blumenthal k m moon k 38 smith e l 1975 j biol chem 250 3644-3654 further information has been deposited as supplementary publication sup 50054 17 pages with the british library lending division boston spa wetherby w yorkshire ls23 7bq uk from whom copies may be obtained under the terms given in biochem j 1975 145 5
E,bullous pemphigoid antigen 1 bpag1 is a member of the plakin family with cytoskeletal linker properties mutations in bpag1 cause sensory neuron degeneration and skin fragility in mice we have analyzed the bpag1 locus in detail and found that it encodes different interaction domains that are combined in tissue-specific manners these domains include an actin-binding domain abd a plakin domain a coiled coil cc rod domain two different potential intermediate filament-binding domains ifbds a spectrin repeat sr-containing rod domain and a microtubule-binding domain mtbd there are at least three major forms of bpag1 bpag1-e 302 kd bpag1-a 615 kd and bpag1-b 834 kd bpag1-e has been described previously and consists of the plakin domain the cc rod domain and the first ifbd it is the primary epidermal bpag1 isoform and its absence that is the likely cause of skin fragility in mutant mice bpag1-a is the major isoform in the nervous system and a homologue of the microtubule actin cross-linking factor macf bpag1-a is composed of the abd the plakin domain the sr-containing rod domain and the mtbd the absence of bpag1-a is the likely cause of sensory neurodegeneration in mutant mice bpag1-b is highly expressed in muscles and has extra exons encoding a second ifbd between the plakin and sr-containing rod domains of bpag1-a
E,a schizosaccharomyces pombe cdna encoding lanosterol synthase was cloned by complementing a saccharomyces cerevisiae lanosterol synthase mutant the predicted 83-kda protein is 54-58 identical to other lanosterol synthases the previously known lanosterol synthases contain 229 conserved residues which should encompass the catalytically essential amino acids this number is decreased dramatically by including the sc pombe lanosterol synthase in the analysis 42 residues are no longer conserved and therefore are catalytically nonessential we have begun mutagenic studies to identify catalytic residues from the remaining conserved residues mutant sa cerevisiae lanosterol synthase genes were generated in which phenylalanine was specifically substituted for conserved tryptophan residues all of the resultant mutant enzymes retained the ability to complement the sc cerevisiae lanosterol synthase mutant suggesting that these conserved tryptophan residues are not catalytically essential
E,the bm88 antigen is a neuron-specific molecule widely distributed in the mammalian nervous system it is a 22-kda apparently not glycosylated integral membrane protein which appears early during brain development and remains at high levels in the mature animal here we describe the cdna cloning of the porcine bm88 antigen and present evidence that this protein is involved in neuroblastoma cell differentiation the deduced protein is a novel molecule consisting of 140 amino acids and bears a putative transmembrane domain at the cooh-terminal region the mrna of this protein is expressed only in neural tissues where it is restricted to neurons stably transfected neuro-2a cells overexpressing the bm88 antigen exhibited a significant change in morphology reflected by enhanced process outgrowth and a slower rate of division moreover in the presence of differentiation agents such as sucrose and retinoic acid an accelerated differentiation of the transfected neuro-2a cells was observed especially in the presence of sucrose the consequent overexpression of the bm88 antigen in the transfected cells resulted in their enhanced morphological differentiation accompanied by the induction of neurofilament protein expression our results suggest that the bm88 antigen plays a role in the differentiation of neuroblastoma cells
E,the maintenance of a stable extracellular concentration of ionized calcium depends on the integrated function of a number of specialized cells eg parathyroid and certain kidney epithelial cells we recently identified another g protein-coupled receptor bopcari from bovine parathyroid that responds to changes in extracellular ca2 within the millimolar range and provides a key mechanism for regulating the secretion of parathyroid hormone using an homology-based strategy we now report the isolation of a cdna encoding an extracellular ca2polyvalent cation-sensing receptor rakcar from rat kidney the predicted rakcar protein shares 92 identity with bopcar1 receptor and features a seven membrane-spanning domain characteristic of the g protein-coupled receptors which is preceded by a large hydrophilic extracellular nh2 terminus believed to be involved in cation binding rakcar crna-injected xenopus oocytes responded to extracellular ca2 mg2 gd3 and neomycin with characteristic activation of inositol phospholipid-dependent intracellular ca2-induced cl- currents in rat kidney northern analysis revealed rakcar transcripts of 4 and 7 kb and in situ hybridization showed localization primarily in outer medulla and cortical medullary rays our results provide important insights into the molecular structure of an extracellular ca2polyvalent cation-sensing receptor in rat kidney and provide another basis on which to understand the role of extracellular divalent cations in regulating kidney function in mineral metabolism
E,many plants as well as other organisms accumulate betaine nnn-trimethylglycine as a nontoxic or protective osmolyte under saline or dry conditions in plants the last step in betaine synthesis is catalyzed by betaine-aldehyde dehydrogenase badh ec 1218 a nuclear-encoded chloroplastic enzyme a cdna clone for badh 1812 base pairs was selected from a lambda gt10 cdna library derived from leaves of salt-stressed spinach spinacia oleracea l the library was screened with oligonucleotide probes corresponding to amino acid sequences of two peptides prepared from purified badh the authenticity of the clone was confirmed by nucleotide sequence analysis this analysis demonstrated the presence of a 1491-base-pair open reading frame that contained sequences encoding 12 peptide fragments of badh the clone hybridized to a 19-kilobase mrna from spinach leaves this mrna was more abundant in salt-stressed plants consistent with the known salt induction of badh activity the amino acid sequence deduced from the badh cdna sequence showed substantial similarities to those for nonspecific aldehyde dehydrogenases ec 1213 and ec 1215 from several sources including absolute conservation of a decapeptide in the probable active site comparison of deduced and determined amino acid sequences indicated that the transit peptide may comprise only 7 or 8 residues which is atypically short for precursors to stromal proteins
E,arsenic is a human carcinogen whose mechanism of action is unknown previously this laboratory demonstrated that arsenite acts as a comutagen by interfering with dna repair although a specific dna repair enzyme sensitive to arsenite has not been identified a number of stable arsenite-sensitive and arsenite-resistant sublines of chinese hamster v79 cells have now been isolated in order to gain understanding of possible targets for arsenite's action one arsenite-resistant subline asr28a was chosen as a donor for a cdna expression library the library from arsenite-induced asr28a cells was transfected into arsenite-sensitive ass5 cells and transfectants were selected for arsenite-resistance two cdnas asr1 and asr2 which confer arsenite resistance to arsenite-hypersensitive ass5 cells as well as to wild-type cells were isolated asr1 shows almost complete homology with the rat fau gene a tumor suppressor gene which contains a ubiquitin-like region fused to s30 ribosomal protein arsenite was previously shown to inhibit ubiquitin-dependent proteolysis these results suggest that the tumor suppressor fau gene product or some other aspect of the ubiquitin system may be a target for arsenic toxicity and that disruption of the ubiquitin system may contribute to the genotoxicity and carcinogenicity of arsenite
E,mouse plasma alpha-2-macroglobulin m alpha 2m was isolated and the n-terminal amino-acid sequences determined after separation of the 165-kda and 35-kda subunits these sequences were compared to the protein sequence predicted by the cdna which was cloned from a mouse liver library and sequenced from these data it is evident that both subunits are encoded by one mrna of approximately 5 kb expressed predominantly in liver the smaller subunit with the n-terminal sequence dlsssdlt comprises the c-terminal 257 residues of m alpha 2m and is derived from a single-chain precursor probably by proteolytic processing at an arginine residue in the sequence ptrdlss analysis of the predicted protein further showed all the salient features of a proteinase inhibitor of the macroglobulin family a bait region that deviates from all known sequences in this family a very conserved internal thiolester site and conserved cysteine residues and putative n-glycosylation sites the synthesis of m alpha 2m in adult liver was demonstrated by northern blotting and in fetal liver by in-situ hybridization transient transfection of cos cells with the cdna under control of a viral promoter demonstrated the secretion and partial processing of m alpha 2m in the culture medium in plasma the level of m alpha 2m was found to be stable as expected for the murine counterpart of human plasma alpha-2-macroglobulin the possibilities of using the mouse as a genetic model to study this proteinase inhibitor in vivo are discussed
E,the ahr locus encodes for the aryl hydrocarbon receptor ahr which plays an important toxicological and developmental role sequence variation in this gene was studied in 13 different mouse lines that included eight laboratory strains two mus musculus subspecies and three additional mus species the data presented represent the largest study of sequence variation across multiple mouse lines in a single gene approximately equal to 159 kbmouse line among all mice the average frequency of all polymorphisms in the intronic regions was 203 variantskb and the average exonic frequency was 141 variantskb for substitutions alone the average frequencies in the intronic and exonic regions for all mice were 133 and 89 substitutionskb respectively between laboratory strains the average intronic and exonic frequencies for all polymorphisms dropped to 54 and 29 variantskb respectively there were 111 non-synonymous polymorphisms that resulted in 42 different amino acid changes of which only 10 amino acid changes had been previously identified based on the nucleotide sequence the phylogenetic history of the gene showed mice from the ahrb2 and ahrd alleles in separate branches while mice from the ahrb1 and ahrb3 alleles exhibited a more complex history evolutionarily the ahr protein as a whole appears to be under purifying selective pressure ka  ks ratio  0237 despite significant functional constraint in the basic helix-loop-helix and pas domains ligand binding is not constrained to the high-affinity allele which supports further the role of the ahr in development and its importance beyond the adaptive response to environmental toxicants
A,the complete sequence of the genome of a hyper-thermophilic archaebacterium pyrococcus horikoshii ot3 has been determined by assembling the sequences of the physical map-based contigs of fosmid clones and of long polymerase chain reaction pcr products which were used for gap-filling the entire length of the genome was 1738505 bp the authenticity of the entire genome sequence was supported by restriction analysis of long pcr products which were directly amplified from the genomic dna as the potential protein-coding regions a total of 2061 open reading frames orfs were assigned and by similarity search against public databases 406 197 were related to genes with putative function and 453 220 to the sequences registered but with unknown function the remaining 1202 orfs 583 did not show any significant similarity to the sequences in the databases sequence comparison among the assigned orfs in the genome provided evidence that a considerable number of orfs were generated by sequence duplication by similarity search 11 orfs were assumed to contain the intein elements the rna genes identified were a single 16s-23s rrna operon two 5s rrna genes and 46 trna genes including two with the intron structure all the assigned orfs and rna coding regions occupied 9125 of the whole genome the data presented in this paper are available on the internet at httpwwwnitegojp
E,although all intermediate-size filaments 10-nm filaments seem to show similar morphology and share a number of biochemical properties different cell- and tissue-specific subclasses have been distinguished by immunological experiments and by differences in apparent molecular weights and isoelectric points of the major constituent proteins in order to understand the degree of possible homology between these proteins we have begun amino acid sequence analysis of the polypeptides here we characterize a large fragment of chicken gizzard and pig stomach desmin as well as the corresponding fragment from porcine eye lens vimentin the fragments are situated at the carboxyl end and consist of 138-140 amino acid residues--ie some 28 of the corresponding polypeptide chains the results show that the two immunologically distinct porcine proteins are different gene products they show a related amino acid sequence but differ in 36 of the residues present in the carboxy-terminal region thus tissue specificity overrides species divergence these results are discussed in the light of previous immunological experiments they lend further support to the hypothesis that intermediate filaments belong to a multigene family which is expressed in line with certain rules of differentiation during embryogenesis
E,to understand the mechanism of the maturation of various proteins in protein-storage vacuoles we purified a 48-kda aspartic endopeptidase composed of 32-kda and 16-kda subunits from castor bean immunocytochemical and cell fractionation analyses of the endosperm of maturing castor bean seed showed that the aspartic endopeptidase was localized in the matrix of the protein-storage vacuoles where a variety of seed storage proteins were also present the amount of the aspartic endopeptidase increased at the mid-maturation stage of the seeds before accumulation of the storage proteins to determine how the aspartic endopeptidase is responsible for maturation of seed proteins in concert with the vacuolar processing enzyme we prepared 35s-labeled proproteins of seed proteins from the endoplasmic reticulum fraction of pulse-labeled maturing endosperm and used the authentic proproteins as substrates for in vitro processing experiments the purified aspartic endopeptidase was unable to convert any of three endosperm proproteins pro2s albumin proglobulin and proricin into their mature sizes while the purified vacuolar processing enzyme could convert all three proproteins we further examined the activity of aspartic endopeptidase on the cleavage of an internal propeptide of arabidopsis pro2s albumin which is known to be removed post-translationally the aspartic endopeptidase cleaved the propeptide at three sites under acidic conditions these results suggest that aspartic endopeptidase cannot directly convert pro2s albumin into the mature form but it may play a role in trimming the c-terminal propeptides from the subunits that are produced by the action of the vacuolar processing enzyme
A,methanogenesis the biological production of methane plays a pivotal role in the global carbon cycle and contributes significantly to global warming the majority of methane in nature is derived from acetate here we report the complete genome sequence of an acetate-utilizing methanogen methanosarcina acetivorans c2a methanosarcineae are the most metabolically diverse methanogens thrive in a broad range of environments and are unique among the archaea in forming complex multicellular structures this diversity is reflected in the genome of m acetivorans at 5751492 base pairs it is by far the largest known archaeal genome the 4524 open reading frames code for a strikingly wide and unanticipated variety of metabolic and cellular capabilities the presence of novel methyltransferases indicates the likelihood of undiscovered natural energy sources for methanogenesis whereas the presence of single-subunit carbon monoxide dehydrogenases raises the possibility of nonmethanogenic growth although motility has not been observed in any methanosarcineae a flagellin gene cluster and two complete chemotaxis gene clusters were identified the availability of genetic methods coupled with its physiological and metabolic diversity makes m acetivorans a powerful model organism for the study of archaeal biology sequence data annotations and analyses are available at httpwww-genomewimitedu
B,rhizobium meliloti produces an acidic exopolysaccharide termed succinoglycan or eps i that is important for invasion of the nodules that it elicits on its host medicago sativa succinoglycan is a high-molecular-weight polymer composed of repeating octasaccharide subunits these subunits are synthesized on membrane-bound isoprenoid lipid carriers beginning with a galactose residue followed by seven glucose residues and modified by the addition of acetate succinate and pyruvate biochemical characterizations of lipid-linked succinoglycan biosynthetic intermediates from previously identified exo mutant strains have been carried out in our laboratory t l reuber and g c walker cell 74269-280 1993 to determine where each mutation blocks the biosynthetic pathway we have carried out a fine structure genetic analysis of a portion of the cluster of exo genes present on the second symbiotic megaplasmid of r meliloti and have identified several new genes in addition the dna sequence of 16 kb of the exo cluster was determined and the genetic map was correlated with the dna sequence in this paper we present the sequence of a family of glycosyl transferases required for the synthesis of succinoglycan and discuss their functions
